# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	938454	939338	+							SPD_RS04990	885		old_locus_tag=SPD_0926
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	938454	939338	+	WP_000710119.1	WP_000710119.1		diacylglycerol/lipid kinase family protein			SPD_RS04990	885	294	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	939501	941240	+							SPD_RS04995	1740		old_locus_tag=SPD_0927
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	939501	941240	+	WP_000423451.1	WP_000423451.1		glycoside hydrolase family 13 protein			SPD_RS04995	1740	579	
gene	pseudogene	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	941515	941970	+							SPD_RS11635	456		pseudo
CDS	without_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	941515	941970	+				hypothetical protein			SPD_RS11635	456		pseudo
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	942415	942891	+					pezA		SPD_RS05010	477		old_locus_tag=SPD_0930
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	942415	942891	+	WP_000579612.1	WP_000579612.1		type II toxin-antitoxin system antitoxin PezA	pezA		SPD_RS05010	477	158	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	942891	943652	+					pezT		SPD_RS05015	762		old_locus_tag=SPD_0931
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	942891	943652	+	WP_000405357.1	WP_000405357.1		type II toxin-antitoxin system toxin PezT	pezT		SPD_RS05015	762	253	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	943680	944456	+							SPD_RS05020	777		old_locus_tag=SPD_0932
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	943680	944456	+	WP_001821017.1	WP_001821017.1		hypothetical protein			SPD_RS05020	777	258	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	944459	944836	+							SPD_RS11640	378		old_locus_tag=SPD_0933
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	944459	944836	+	WP_000530001.1	WP_000530001.1		hypothetical protein			SPD_RS11640	378	125	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	945668	946027	+							SPD_RS05030	360		old_locus_tag=SPD_0934
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	945668	946027	+	WP_000529543.1	WP_000529543.1		SAG1252 family conjugative relaxosome accessory protein			SPD_RS05030	360	119	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	946037	946366	+					mobC		SPD_RS05035	330		old_locus_tag=SPD_0935
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	946037	946366	+	WP_000263037.1	WP_000263037.1		plasmid mobilization relaxosome protein MobC	mobC		SPD_RS05035	330	109	
gene	pseudogene	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	946389	948274	+							SPD_RS11335	1886		pseudo
CDS	without_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	946389	948274	+				SAG1250 family conjugative relaxase			SPD_RS11335	1886		pseudo
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	948319	949173	-							SPD_RS05055	855		old_locus_tag=SPD_0939
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	948319	949173	-	WP_000837499.1	WP_000837499.1		XRE/MutR family transcriptional regulator			SPD_RS05055	855	284	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	949254	949325	+					shp3		SPD_RS10965	72		
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	949254	949325	+	WP_001809668.1	WP_001809668.1		peptide pheromone SHP3	shp3		SPD_RS10965	72	23	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	949425	950720	+							SPD_RS05060	1296		old_locus_tag=SPD_0940
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	949425	950720	+	WP_000794307.1	WP_000794307.1		nucleotide sugar dehydrogenase			SPD_RS05060	1296	431	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	950722	951330	+							SPD_RS05065	609		old_locus_tag=SPD_0941
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	950722	951330	+	WP_000709470.1	WP_000709470.1		PIG-L deacetylase family protein			SPD_RS05065	609	202	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	951340	952122	+							SPD_RS05070	783		old_locus_tag=SPD_0942
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	951340	952122	+	WP_000809423.1	WP_000809423.1		sugar phosphate isomerase/epimerase family protein			SPD_RS05070	783	260	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	952145	954037	+							SPD_RS05075	1893		old_locus_tag=SPD_0943
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	952145	954037	+	WP_000710678.1	WP_000710678.1		hypothetical protein			SPD_RS05075	1893	630	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	954066	955172	+							SPD_RS05080	1107		old_locus_tag=SPD_0944
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	954066	955172	+	WP_000444113.1	WP_000444113.1		acyltransferase			SPD_RS05080	1107	368	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	955180	956490	+							SPD_RS05085	1311		old_locus_tag=SPD_0945
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	955180	956490	+	WP_000423517.1	WP_000423517.1		AMP-binding protein			SPD_RS05085	1311	436	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	956492	957715	+							SPD_RS05090	1224		old_locus_tag=SPD_0946
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	956492	957715	+	WP_000252068.1	WP_000252068.1		ATP phosphoribosyltransferase regulatory subunit			SPD_RS05090	1224	407	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	957705	958655	+							SPD_RS05095	951		old_locus_tag=SPD_0947
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	957705	958655	+	WP_000389975.1	WP_000389975.1		hypothetical protein			SPD_RS05095	951	316	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	958670	959869	+							SPD_RS05100	1200		old_locus_tag=SPD_0948
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	958670	959869	+	WP_000238677.1	WP_000238677.1		ATP-grasp domain-containing protein			SPD_RS05100	1200	399	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	959933	960532	+							SPD_RS05105	600		old_locus_tag=SPD_0949
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	959933	960532	+	WP_001809672.1	WP_001809672.1		acetyltransferase			SPD_RS05105	600	199	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	960915	962126	+							SPD_RS05110	1212		old_locus_tag=SPD_0950
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	960915	962126	+	WP_000687010.1	WP_000687010.1		MFS transporter			SPD_RS05110	1212	403	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	962785	963006	+							SPD_RS05115	222		old_locus_tag=SPD_0951
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	962785	963006	+	WP_000286251.1	WP_000286251.1		helix-turn-helix domain-containing protein			SPD_RS05115	222	73	
gene	pseudogene	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	963454	963764	+							SPD_RS05125	311		partial;pseudo
CDS	without_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	963454	963764	+				helix-turn-helix domain-containing protein			SPD_RS05125	311		partial;pseudo
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	963908	965137	+					ftsW		SPD_RS05130	1230		old_locus_tag=SPD_0952
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	963908	965137	+	WP_000703358.1	WP_000703358.1		cell division peptidoglycan polymerase FtsW	ftsW		SPD_RS05130	1230	409	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	965157	967853	+					ppc		SPD_RS05135	2697		old_locus_tag=SPD_0953
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	965157	967853	+	WP_000058147.1	WP_000058147.1		phosphoenolpyruvate carboxylase	ppc		SPD_RS05135	2697	898	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	968266	969270	+					trpX		SPD_RS05140	1005		old_locus_tag=SPD_0954
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	968266	969270	+	WP_000792161.1	WP_000792161.1		tryptophan ABC transporter substrate-binding protein	trpX		SPD_RS05140	1005	334	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	969339	970205	+							SPD_RS05145	867		old_locus_tag=SPD_0955
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	969339	970205	+	WP_000637234.1	WP_000637234.1		ABC transporter permease			SPD_RS05145	867	288	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	970202	970960	+							SPD_RS05150	759		old_locus_tag=SPD_0956
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	970202	970960	+	WP_000125400.1	WP_000125400.1		ABC transporter ATP-binding protein			SPD_RS05150	759	252	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	971050	972810	+					dnaG		SPD_RS05155	1761		old_locus_tag=SPD_0957
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	971050	972810	+	WP_000227913.1	WP_000227913.1		DNA primase	dnaG		SPD_RS05155	1761	586	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	972813	973922	+					rpoD		SPD_RS05160	1110		old_locus_tag=SPD_0958
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	972813	973922	+	WP_000201898.1	WP_000201898.1		RNA polymerase sigma factor RpoD	rpoD		SPD_RS05160	1110	369	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	973936	974265	+							SPD_RS05165	330		old_locus_tag=SPD_0959
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	973936	974265	+	WP_000331928.1	WP_000331928.1		metal-sulfur cluster assembly factor			SPD_RS05165	330	109	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	974299	975423	+					cpoA		SPD_RS05170	1125		old_locus_tag=SPD_0960
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	974299	975423	+	WP_001813365.1	WP_001813365.1		alpha-galactosylglucosyldiacylglycerol synthase	cpoA		SPD_RS05170	1125	374	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	975439	976764	+							SPD_RS05175	1326		old_locus_tag=SPD_0961
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	975439	976764	+	WP_001219432.1	WP_001219432.1		glycosyltransferase family 4 protein			SPD_RS05175	1326	441	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	976795	976971	+							SPD_RS05180	177		old_locus_tag=SPD_0962
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	976795	976971	+	WP_001256254.1	WP_001256254.1		PspC domain-containing protein			SPD_RS05180	177	58	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	977030	977164	+							SPD_RS05185	135		old_locus_tag=SPD_0963
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	977030	977164	+	WP_000863859.1	WP_000863859.1		DUF4044 domain-containing protein			SPD_RS05185	135	44	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	977228	978538	+					obgE		SPD_RS05190	1311		old_locus_tag=SPD_0964
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	977228	978538	+	WP_000061648.1	WP_000061648.1		GTPase ObgE	obgE		SPD_RS05190	1311	436	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	978548	978706	+							SPD_RS11340	159		old_locus_tag=SPD_0965
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	978548	978706	+	WP_001841691.1	WP_001841691.1		hypothetical protein			SPD_RS11340	159	52	
gene	pseudogene	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	978757	980059	-							SPD_RS05200	1303		pseudo;old_locus_tag=SPD_0966
CDS	without_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	978757	980059	-				transposase			SPD_RS05200	1303		pseudo
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	981060	981185	-							SPD_RS11910	126		
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	981060	981185	-	WP_001818214.1	WP_001818214.1		hypothetical protein			SPD_RS11910	126	41	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	981328	982587	+							SPD_RS05205	1260		old_locus_tag=SPD_0967
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	981328	982587	+	WP_001227083.1	WP_001227083.1		UDP-N-acetylglucosamine 1-carboxyvinyltransferase			SPD_RS05205	1260	419	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	982603	983154	+							SPD_RS05210	552		old_locus_tag=SPD_0968
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	982603	983154	+	WP_001028733.1	WP_001028733.1		GNAT family N-acetyltransferase			SPD_RS05210	552	183	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	983147	984424	+					spxR		SPD_RS05215	1278		old_locus_tag=SPD_0969
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	983147	984424	+	WP_000033830.1	WP_000033830.1		CBS-HotDog domain-containing transcription factor SpxR	spxR		SPD_RS05215	1278	425	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	984440	985300	+							SPD_RS05220	861		old_locus_tag=SPD_0970
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	984440	985300	+	WP_000631543.1	WP_000631543.1		methionyl aminopeptidase			SPD_RS05220	861	286	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	985681	986483	+							SPD_RS05230	803		
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	985681	986483	+	WP_106269370.1	WP_106269370.1		IS5 family transposase			SPD_RS05230	804	267	ribosomal_slippage
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	986674	988965	+					pcrA		SPD_RS05235	2292		old_locus_tag=SPD_0973
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	986674	988965	+	WP_000992853.1	WP_000992853.1		DNA helicase PcrA	pcrA		SPD_RS05235	2292	763	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	989008	989688	+					radC		SPD_RS05240	681		old_locus_tag=SPD_0975
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	989008	989688	+	WP_000286923.1	WP_000286923.1		RadC family protein	radC		SPD_RS05240	681	226	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	989685	990374	-							SPD_RS05245	690		old_locus_tag=SPD_0974
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	989685	990374	-	WP_000743331.1	WP_000743331.1		gamma-glutamyl-gamma-aminobutyrate hydrolase family protein			SPD_RS05245	690	229	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	990392	991033	-							SPD_RS05250	642		old_locus_tag=SPD_0976
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	990392	991033	-	WP_000653405.1	WP_000653405.1		redox-sensing transcriptional repressor Rex			SPD_RS05250	642	213	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	991116	991331	-							SPD_RS05255	216		old_locus_tag=SPD_0977
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	991116	991331	-	WP_000462488.1	WP_000462488.1		DUF4649 family protein			SPD_RS05255	216	71	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	991339	991686	-							SPD_RS05260	348		old_locus_tag=SPD_0978
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	991339	991686	-	WP_000863509.1	WP_000863509.1		DUF1831 domain-containing protein			SPD_RS05260	348	115	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	991691	992806	-							SPD_RS05265	1116		old_locus_tag=SPD_0979
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	991691	992806	-	WP_000639657.1	WP_000639657.1		cysteine desulfurase family protein			SPD_RS05265	1116	371	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	992816	993775	-							SPD_RS05270	960		old_locus_tag=SPD_0980
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	992816	993775	-	WP_001283813.1	WP_001283813.1		ribose-phosphate diphosphokinase			SPD_RS05270	960	319	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	993888	994457	-							SPD_RS05275	570		old_locus_tag=SPD_0981
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	993888	994457	-	WP_000681292.1	WP_000681292.1		CYTH domain-containing protein			SPD_RS05275	570	189	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	994585	995256	+							SPD_RS05280	672		old_locus_tag=SPD_0982
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	994585	995256	+	WP_000171676.1	WP_000171676.1		GTP pyrophosphokinase			SPD_RS05280	672	223	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	995240	996058	+							SPD_RS05285	819		old_locus_tag=SPD_0983
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	995240	996058	+	WP_000799053.1	WP_000799053.1		NAD kinase			SPD_RS05285	819	272	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	996055	996951	+							SPD_RS05290	897		old_locus_tag=SPD_0984
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	996055	996951	+	WP_001210007.1	WP_001210007.1		RluA family pseudouridine synthase			SPD_RS05290	897	298	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	996995	997969	+					pta		SPD_RS05295	975		old_locus_tag=SPD_0985
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	996995	997969	+	WP_000451584.1	WP_000451584.1		phosphate acetyltransferase	pta		SPD_RS05295	975	324	
gene	pseudogene	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	998231	999548	-							SPD_RS05300	1318		pseudo;old_locus_tag=SPD_0986
CDS	without_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	998231	999548	-				transposase			SPD_RS05300	1318		pseudo
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	999730	1000029	-							SPD_RS05305	300		old_locus_tag=SPD_0987
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	999730	1000029	-	WP_000981526.1	WP_000981526.1		YbaB/EbfC family nucleoid-associated protein			SPD_RS05305	300	99	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1000431	1001135	+							SPD_RS05310	705		old_locus_tag=SPD_0988
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1000431	1001135	+	WP_000509042.1	WP_000509042.1		YoaK family protein			SPD_RS05310	705	234	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1001317	1001631	+					rplU		SPD_RS05315	315		old_locus_tag=SPD_0989
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1001317	1001631	+	WP_000109141.1	WP_000109141.1		50S ribosomal protein L21	rplU		SPD_RS05315	315	104	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1001647	1001991	+							SPD_RS05320	345		old_locus_tag=SPD_0990
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1001647	1001991	+	WP_000613699.1	WP_000613699.1		ribosomal-processing cysteine protease Prp			SPD_RS05320	345	114	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1002008	1002301	+					rpmA		SPD_RS05325	294		old_locus_tag=SPD_0991
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1002008	1002301	+	WP_000916509.1	WP_000916509.1		50S ribosomal protein L27	rpmA		SPD_RS05325	294	97	
gene	pseudogene	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1002627	1002784	-							SPD_RS05330	158		partial;pseudo;old_locus_tag=SPD_0992
CDS	without_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1002627	1002784	-				TIGR03943 family protein			SPD_RS05330	158		partial;pseudo
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1003254	1004171	+							SPD_RS05335	918		old_locus_tag=SPD_0994
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1003254	1004171	+	WP_000587444.1	WP_000587444.1		bifunctional riboflavin kinase/FAD synthetase			SPD_RS05335	918	305	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1004264	1005112	-							SPD_RS05340	849		old_locus_tag=SPD_0995
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1004264	1005112	-	WP_000592056.1	WP_000592056.1		YitT family protein			SPD_RS05340	849	282	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1005254	1006093	+							SPD_RS05345	840		old_locus_tag=SPD_0996
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1005254	1006093	+	WP_000161389.1	WP_000161389.1		DegV family protein			SPD_RS05345	840	279	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1006199	1006474	+							SPD_RS05350	276		old_locus_tag=SPD_0997
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1006199	1006474	+	WP_001284639.1	WP_001284639.1		HU family DNA-binding protein			SPD_RS05350	276	91	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1006900	1008801	+							SPD_RS05355	1902		old_locus_tag=SPD_0998
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1006900	1008801	+	WP_000584880.1	WP_000584880.1		ABC-F family ATP-binding cassette domain-containing protein			SPD_RS05355	1902	633	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1008804	1009667	+							SPD_RS05360	864		old_locus_tag=SPD_0999
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1008804	1009667	+	WP_000400550.1	WP_000400550.1		XRE/MutR family transcriptional regulator			SPD_RS05360	864	287	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1009747	1010925	+							SPD_RS05365	1179		old_locus_tag=SPD_1000
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1009747	1010925	+	WP_001083034.1	WP_001083034.1		MFS transporter			SPD_RS05365	1179	392	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1011018	1012976	+					ligA		SPD_RS05370	1959		old_locus_tag=SPD_1001
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1011018	1012976	+	WP_001042588.1	WP_001042588.1		NAD-dependent DNA ligase LigA	ligA		SPD_RS05370	1959	652	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1013088	1015367	+					pulA		SPD_RS05375	2280		old_locus_tag=SPD_1002
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1013088	1015367	+	WP_000283068.1	WP_000283068.1		type I pullulanase	pulA		SPD_RS05375	2280	759	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1015911	1017335	+							SPD_RS05380	1425		old_locus_tag=SPD_1004
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1015911	1017335	+	WP_000199377.1	WP_000199377.1		NADP-dependent glyceraldehyde-3-phosphate dehydrogenase			SPD_RS05380	1425	474	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1017800	1019728	+					glgB		SPD_RS05390	1929		old_locus_tag=SPD_1005
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1017800	1019728	+	WP_000370258.1	WP_000370258.1		1,4-alpha-glucan branching protein GlgB	glgB		SPD_RS05390	1929	642	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1019718	1020860	+							SPD_RS05395	1143		old_locus_tag=SPD_1006
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1019718	1020860	+	WP_000787267.1	WP_000787267.1		glucose-1-phosphate adenylyltransferase			SPD_RS05395	1143	380	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1020850	1021989	+					glgD		SPD_RS05400	1140		old_locus_tag=SPD_1007
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1020850	1021989	+	WP_000687070.1	WP_000687070.1		glucose-1-phosphate adenylyltransferase subunit GlgD	glgD		SPD_RS05400	1140	379	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1021986	1023419	+					glgA		SPD_RS05405	1434		old_locus_tag=SPD_1008
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1021986	1023419	+	WP_000697293.1	WP_000697293.1		glycogen synthase GlgA	glgA		SPD_RS05405	1434	477	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1023538	1023849	+							SPD_RS11645	312		
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1023538	1023849	+	WP_224331470.1	WP_224331470.1		phosphoserine phosphatase			SPD_RS11645	312	103	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1023794	1024123	+							SPD_RS11650	330		
