# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1078629	1082279	+	WP_000767212.1	WP_000767212.1		helicase-exonuclease AddAB subunit AddA	addA		SP_RS05685	3651	1216	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1082494	1083672	+							SP_RS05690	1179		old_locus_tag=SP_1153
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1082494	1083672	+	WP_000174755.1	WP_000174755.1		hypothetical protein			SP_RS05690	1179	392	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1083881	1089895	+					iga		SP_RS05695	6015		old_locus_tag=SP_1154
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1083881	1089895	+	WP_000417180.1	WP_000417180.1		immunoglobulin A1 protease	iga		SP_RS05695	6015	2004	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1089992	1090123	+							SP_RS13860	132		
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1089992	1090123	+	WP_079117188.1	WP_079117188.1		LPXTG cell wall anchor domain-containing protein			SP_RS13860	132	43	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1090342	1091193	+					ylqF		SP_RS05700	852		old_locus_tag=SP_1155
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1090342	1091193	+	WP_000201315.1	WP_000201315.1		ribosome biogenesis GTPase YlqF	ylqF		SP_RS05700	852	283	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1091180	1091959	+							SP_RS05705	780		old_locus_tag=SP_1156
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1091180	1091959	+	WP_000201098.1	WP_000201098.1		ribonuclease HII			SP_RS05705	780	259	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1091975	1093525	+							SP_RS05710	1551		old_locus_tag=SP_1157
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1091975	1093525	+	WP_000392544.1	WP_000392544.1		ClC family H(+)/Cl(-) exchange transporter			SP_RS05710	1551	516	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1094109	1095179	+					xerS		SP_RS05715	1071		old_locus_tag=SP_1159
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1094109	1095179	+	WP_000817881.1	WP_000817881.1		tyrosine recombinase XerS	xerS		SP_RS05715	1071	356	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1095244	1096233	-							SP_RS05720	990		old_locus_tag=SP_1160
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1095244	1096233	-	WP_000873990.1	WP_000873990.1		lipoate--protein ligase			SP_RS05720	990	329	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1096297	1098000	-					lpdA		SP_RS05725	1704		old_locus_tag=SP_1161
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1096297	1098000	-	WP_001162908.1	WP_001162908.1		dihydrolipoyl dehydrogenase	lpdA		SP_RS05725	1704	567	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1098046	1099089	-							SP_RS05730	1044		old_locus_tag=SP_1162
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1098046	1099089	-	WP_000752705.1	WP_000752705.1		dihydrolipoamide acetyltransferase			SP_RS05730	1044	347	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1099307	1100299	-							SP_RS05735	993		old_locus_tag=SP_1163
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1099307	1100299	-	WP_000448724.1	WP_000448724.1		alpha-ketoacid dehydrogenase subunit beta			SP_RS05735	993	330	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1100315	1101283	-							SP_RS05740	969		old_locus_tag=SP_1164
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1100315	1101283	-	WP_000105360.1	WP_000105360.1		thiamine pyrophosphate-dependent dehydrogenase E1 component subunit alpha			SP_RS05740	969	322	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1101437	1102798	-					pdrM		SP_RS05745	1362		old_locus_tag=SP_1166
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1101437	1102798	-	WP_000278525.1	WP_000278525.1		sodium-coupled multidrug efflux MATE transporter PdrM	pdrM		SP_RS05745	1362	453	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1102809	1103069	-							SP_RS05750	261		
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1102809	1103069	-	WP_001105925.1	WP_001105925.1		hypothetical protein			SP_RS05750	261	86	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1103083	1104351	-							SP_RS05755	1269		old_locus_tag=SP_1167
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1103083	1104351	-	WP_000924508.1	WP_000924508.1		dihydroorotase			SP_RS05755	1269	422	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1104364	1104828	-							SP_RS05760	465		old_locus_tag=SP_1168
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1104364	1104828	-	WP_001135768.1	WP_001135768.1		NUDIX hydrolase			SP_RS05760	465	154	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1104838	1105491	-							SP_RS05765	654		old_locus_tag=SP_1169
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1104838	1105491	-	WP_000401326.1	WP_000401326.1		uracil-DNA glycosylase			SP_RS05765	654	217	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1105629	1106231	-							SP_RS05770	603		old_locus_tag=SP_1170
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1105629	1106231	-	WP_001812270.1	WP_001812270.1		hypothetical protein			SP_RS05770	603	200	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1106289	1107002	-							SP_RS05775	714		old_locus_tag=SP_1171
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1106289	1107002	-	WP_000499429.1	WP_000499429.1		YjjG family noncanonical pyrimidine nucleotidase			SP_RS05775	714	237	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1107462	1107836	-					dhaM		SP_RS05780	375		old_locus_tag=SP_1173
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1107462	1107836	-	WP_000443795.1	WP_000443795.1		dihydroxyacetone kinase phosphoryl donor subunit DhaM	dhaM		SP_RS05780	375	124	
gene	pseudogene	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1107836	1107910	-							SP_RS13790	75		partial;pseudo
CDS	without_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1107836	1107910	-				dihydroxyacetone kinase subunit L			SP_RS13790	75		partial;pseudo
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1108258	1110717	-					phtB		SP_RS05785	2460		old_locus_tag=SP_1174
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1108258	1110717	-	WP_000700388.1	WP_000700388.1		pneumococcal histidine triad protein PhtB	phtB		SP_RS05785	2460	819	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1110875	1113283	-					phtA		SP_RS05790	2409		old_locus_tag=SP_1175
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1110875	1113283	-	WP_010963276.1	WP_010963276.1		pneumococcal histidine triad protein PhtA	phtA		SP_RS05790	2409	802	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1113578	1115311	-					ptsP		SP_RS05795	1734		old_locus_tag=SP_1176
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1113578	1115311	-	WP_000138135.1	WP_000138135.1		phosphoenolpyruvate--protein phosphotransferase	ptsP		SP_RS05795	1734	577	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1115317	1115580	-							SP_RS05800	264		old_locus_tag=SP_1177
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1115317	1115580	-	WP_000146947.1	WP_000146947.1		phosphocarrier protein HPr			SP_RS05800	264	87	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1115931	1116149	+					nrdH		SP_RS05805	219		old_locus_tag=SP_1178
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1115931	1116149	+	WP_000259249.1	WP_000259249.1		glutaredoxin-like protein NrdH	nrdH		SP_RS05805	219	72	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1116230	1118389	+					nrdE		SP_RS05810	2160		old_locus_tag=SP_1179
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1116230	1118389	+	WP_000523249.1	WP_000523249.1		class 1b ribonucleoside-diphosphate reductase subunit alpha	nrdE		SP_RS05810	2160	719	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1118577	1119539	+					nrdF		SP_RS05815	963		old_locus_tag=SP_1180
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1118577	1119539	+	WP_000451370.1	WP_000451370.1		class 1b ribonucleoside-diphosphate reductase subunit beta	nrdF		SP_RS05815	963	320	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1119827	1120588	+							SP_RS05820	762		old_locus_tag=SP_1182
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1119827	1120588	+	WP_000917601.1	WP_000917601.1		DeoR/GlpR family DNA-binding transcription regulator			SP_RS05820	762	253	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1120867	1121046	-							SP_RS12145	180		old_locus_tag=SP_1183
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1120867	1121046	-	WP_001812958.1	WP_001812958.1		DUF3884 family protein			SP_RS12145	180	59	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1121169	1122575	-					lacG		SP_RS05825	1407		old_locus_tag=SP_1184
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1121169	1122575	-	WP_000169265.1	WP_000169265.1		6-phospho-beta-galactosidase	lacG		SP_RS05825	1407	468	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1122784	1124475	-							SP_RS05830	1692		old_locus_tag=SP_1185
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1122784	1124475	-	WP_001037318.1	WP_001037318.1		lactose-specific PTS transporter subunit EIIC			SP_RS05830	1692	563	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1124475	1124792	-							SP_RS05835	318		old_locus_tag=SP_1186
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1124475	1124792	-	WP_001078332.1	WP_001078332.1		PTS lactose/cellobiose transporter subunit IIA			SP_RS05835	318	105	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1124828	1125664	-							SP_RS05840	837		old_locus_tag=SP_1187
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1124828	1125664	-	WP_000285727.1	WP_000285727.1		PRD domain-containing protein			SP_RS05840	837	278	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1126062	1126604	-							SP_RS05845	543		old_locus_tag=SP_1189
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1126062	1126604	-	WP_000253549.1	WP_000253549.1		hypothetical protein			SP_RS05845	543	180	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1126937	1127917	-					lacD		SP_RS05850	981		old_locus_tag=SP_1190
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1126937	1127917	-	WP_001229146.1	WP_001229146.1		tagatose-bisphosphate aldolase	lacD		SP_RS05850	981	326	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1127919	1128848	-							SP_RS05855	930		old_locus_tag=SP_1191
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1127919	1128848	-	WP_000604264.1	WP_000604264.1		tagatose-6-phosphate kinase			SP_RS05855	930	309	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1128859	1129374	-					lacB		SP_RS05860	516		old_locus_tag=SP_1192
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1128859	1129374	-	WP_001216918.1	WP_001216918.1		galactose-6-phosphate isomerase subunit LacB	lacB		SP_RS05860	516	171	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1129405	1129830	-					lacA		SP_RS05865	426		old_locus_tag=SP_1193
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1129405	1129830	-	WP_000029269.1	WP_000029269.1		galactose-6-phosphate isomerase subunit LacA	lacA		SP_RS05865	426	141	
gene	pseudogene	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1129987	1130484	-							SP_RS05870	498		partial;pseudo;old_locus_tag=SP_1194
CDS	without_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1129987	1130484	-				aldose 1-epimerase family protein			SP_RS05870	498		partial;pseudo
gene	pseudogene	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1130500	1131305	-							SP_RS12150	806		pseudo
CDS	without_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1130500	1131305	-				IS5 family transposase			SP_RS12150	806		pseudo
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1131313	1131615	-							SP_RS05885	303		old_locus_tag=SP_1197
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1131313	1131615	-	WP_000590570.1	WP_000590570.1		PTS sugar transporter subunit IIB			SP_RS05885	303	100	
gene	pseudogene	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1131653	1132128	-							SP_RS05890	476		pseudo;old_locus_tag=SP_1198
CDS	without_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1131653	1132128	-				PTS sugar transporter subunit IIA			SP_RS05890	476		pseudo
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1132584	1134407	-					lepA		SP_RS05895	1824		old_locus_tag=SP_1200
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1132584	1134407	-	WP_001047212.1	WP_001047212.1		translation elongation factor 4	lepA		SP_RS05895	1824	607	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1134486	1135214	-							SP_RS05900	729		old_locus_tag=SP_1201
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1134486	1135214	-	WP_000133334.1	WP_000133334.1		metallophosphoesterase family protein			SP_RS05900	729	242	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1135216	1136883	-					recN		SP_RS05905	1668		old_locus_tag=SP_1202
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1135216	1136883	-	WP_000923575.1	WP_000923575.1		DNA repair protein RecN	recN		SP_RS05905	1668	555	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1136890	1137321	-							SP_RS05910	432		old_locus_tag=SP_1203
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1136890	1137321	-	WP_001034415.1	WP_001034415.1		arginine repressor			SP_RS05910	432	143	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1137314	1138129	-							SP_RS05915	816		old_locus_tag=SP_1204
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1137314	1138129	-	WP_001041079.1	WP_001041079.1		TlyA family RNA methyltransferase			SP_RS05915	816	271	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1138122	1138997	-							SP_RS05920	876		old_locus_tag=SP_1205
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1138122	1138997	-	WP_000743819.1	WP_000743819.1		polyprenyl synthetase family protein			SP_RS05920	876	291	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1138994	1139206	-							SP_RS05925	213		old_locus_tag=SP_1206
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1138994	1139206	-	WP_000043230.1	WP_000043230.1		exodeoxyribonuclease VII small subunit			SP_RS05925	213	70	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1139184	1140524	-					xseA		SP_RS05930	1341		old_locus_tag=SP_1207
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1139184	1140524	-	WP_000417464.1	WP_000417464.1		exodeoxyribonuclease VII large subunit	xseA		SP_RS05930	1341	446	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1140652	1141290	-					udk		SP_RS05935	639		old_locus_tag=SP_1208
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1140652	1141290	-	WP_001181378.1	WP_001181378.1		uridine kinase	udk		SP_RS05935	639	212	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1141398	1141700	-							SP_RS05940	303		
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1141398	1141700	-	WP_000985089.1	WP_000985089.1		bacteriocin immunity protein			SP_RS05940	303	100	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1141941	1142819	-					truB		SP_RS05950	879		old_locus_tag=SP_1212
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1141941	1142819	-	WP_001013240.1	WP_001013240.1		tRNA pseudouridine(55) synthase TruB	truB		SP_RS05950	879	292	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1142829	1144103	-							SP_RS05955	1275		old_locus_tag=SP_1213
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1142829	1144103	-	WP_001002614.1	WP_001002614.1		DUF2130 domain-containing protein			SP_RS05955	1275	424	
gene	pseudogene	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1144199	1145458	-							SP_RS05960	1260		pseudo;old_locus_tag=SP_1214
CDS	without_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1144199	1145458	-				O-acetylhomoserine aminocarboxypropyltransferase/cysteine synthase family protein			SP_RS05960	1260		pseudo
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1145606	1146403	-							SP_RS05965	798		old_locus_tag=SP_1215
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1145606	1146403	-	WP_000254797.1	WP_000254797.1		formate/nitrite transporter family protein			SP_RS05965	798	265	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1146647	1147390	-					srtA		SP_RS05970	744		
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1146647	1147390	-	WP_000078847.1	WP_000078847.1		sortase SrtA	srtA		SP_RS05970	744	247	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1147390	1149858	-					gyrA		SP_RS05975	2469		old_locus_tag=SP_1219
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1147390	1149858	-	WP_001152989.1	WP_001152989.1		DNA gyrase subunit A	gyrA		SP_RS05975	2469	822	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1150052	1151038	+							SP_RS05980	987		old_locus_tag=SP_1220
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1150052	1151038	+	WP_000204727.1	WP_000204727.1		L-lactate dehydrogenase			SP_RS05980	987	328	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1151348	1154602	-							SP_RS05985	3255		old_locus_tag=SP_1221
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1151348	1154602	-	WP_001143840.1	WP_001143840.1		DEAD/DEAH box helicase family protein			SP_RS05985	3255	1084	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1154767	1156638	-							SP_RS05990	1872		old_locus_tag=SP_1222
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1154767	1156638	-	WP_000150986.1	WP_000150986.1		Eco57I restriction-modification methylase domain-containing protein			SP_RS05990	1872	623	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1156713	1156967	-							SP_RS05995	255		old_locus_tag=SP_1223
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1156713	1156967	-	WP_001809704.1	WP_001809704.1		type II toxin-antitoxin system RelE family toxin			SP_RS05995	255	84	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1156969	1157211	-					relB		SP_RS06000	243		old_locus_tag=SP_1224
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1156969	1157211	-	WP_000208080.1	WP_000208080.1		type II toxin-antitoxin system RelB family antitoxin	relB		SP_RS06000	243	80	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1157302	1158111	-							SP_RS06005	810		old_locus_tag=SP_1225
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1157302	1158111	-	WP_001289493.1	WP_001289493.1		MBL fold metallo-hydrolase			SP_RS06005	810	269	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1158113	1159462	-					vicK		SP_RS06010	1350		old_locus_tag=SP_1226
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1158113	1159462	-	WP_000886219.1	WP_000886219.1		cell wall metabolism sensor histidine kinase VicK	vicK		SP_RS06010	1350	449	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1159455	1160159	-					yycF		SP_RS06015	705		old_locus_tag=SP_1227
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1159455	1160159	-	WP_000722076.1	WP_000722076.1		response regulator YycF	yycF		SP_RS06015	705	234	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1160215	1161390	-					mutY		SP_RS06020	1176		old_locus_tag=SP_1228
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1160215	1161390	-	WP_000886146.1	WP_000886146.1		A/G-specific adenine glycosylase	mutY		SP_RS06020	1176	391	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1161487	1161612	+							SP_RS13655	126		
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1161487	1161612	+	WP_001818232.1	WP_001818232.1		hypothetical protein			SP_RS13655	126	41	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1161718	1163388	-							SP_RS06025	1671		old_locus_tag=SP_1229
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1161718	1163388	-	WP_000845295.1	WP_000845295.1		formate--tetrahydrofolate ligase			SP_RS06025	1671	556	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1163618	1164307	+					coaB		SP_RS06030	690		old_locus_tag=SP_1230
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1163618	1164307	+	WP_000699501.1	WP_000699501.1		phosphopantothenate--cysteine ligase	coaB		SP_RS06030	690	229	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1164319	1164870	+					coaC		SP_RS06035	552		old_locus_tag=SP_1231
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1164319	1164870	+	WP_001284128.1	WP_001284128.1		phosphopantothenoylcysteine decarboxylase	coaC		SP_RS06035	552	183	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1164854	1165417	+							SP_RS06040	564		old_locus_tag=SP_1232
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1164854	1165417	+	WP_000747408.1	WP_000747408.1		ECF transporter S component			SP_RS06040	564	187	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1165699	1166226	+							SP_RS06045	528		old_locus_tag=SP_1233
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1165699	1166226	+	WP_001827349.1	WP_001827349.1		ECF transporter S component			SP_RS06045	528	175	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1166238	1166753	+							SP_RS06050	516		old_locus_tag=SP_1234
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1166238	1166753	+	WP_000159169.1	WP_000159169.1		transcription repressor NadR			SP_RS06050	516	171	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1166750	1167217	-							SP_RS06055	468		old_locus_tag=SP_1235
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1166750	1167217	-	WP_000091534.1	WP_000091534.1		8-oxo-dGTP diphosphatase			SP_RS06055	468	155	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1167286	1167774	-							SP_RS06060	489		old_locus_tag=SP_1236
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1167286	1167774	-	WP_000216002.1	WP_000216002.1		GNAT family N-acetyltransferase			SP_RS06060	489	162	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1167740	1168303	-							SP_RS06065	564		old_locus_tag=SP_1237
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1167740	1168303	-	WP_000639829.1	WP_000639829.1		GNAT family N-acetyltransferase			SP_RS06065	564	187	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1168313	1170301	-					uvrB		SP_RS06070	1989		old_locus_tag=SP_1238
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1168313	1170301	-	WP_000607027.1	WP_000607027.1		excinuclease ABC subunit UvrB	uvrB		SP_RS06070	1989	662	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	1170378	1171331	-							SP_RS06075	954		old_locus_tag=SP_1240
