# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	986356	986925	-	WP_000681292.1	WP_000681292.1		CYTH domain-containing protein			SPR_RS05020	570	189	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	987053	987724	+							SPR_RS05025	672		old_locus_tag=spr1004
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	987053	987724	+	WP_000171676.1	WP_000171676.1		GTP pyrophosphokinase			SPR_RS05025	672	223	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	987708	988526	+							SPR_RS05030	819		old_locus_tag=spr1005
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	987708	988526	+	WP_000799053.1	WP_000799053.1		NAD kinase			SPR_RS05030	819	272	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	988523	989419	+							SPR_RS05035	897		old_locus_tag=spr1006
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	988523	989419	+	WP_001210007.1	WP_001210007.1		RluA family pseudouridine synthase			SPR_RS05035	897	298	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	989463	990437	+					pta		SPR_RS05040	975		old_locus_tag=spr1007
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	989463	990437	+	WP_000451584.1	WP_000451584.1		phosphate acetyltransferase	pta		SPR_RS05040	975	324	
gene	pseudogene	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	990699	992016	-							SPR_RS05045	1318		pseudo
CDS	without_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	990699	992016	-				transposase			SPR_RS05045	1318		pseudo
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	992198	992497	-							SPR_RS05050	300		old_locus_tag=spr1010
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	992198	992497	-	WP_000981526.1	WP_000981526.1		YbaB/EbfC family nucleoid-associated protein			SPR_RS05050	300	99	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	992899	993603	+							SPR_RS05055	705		old_locus_tag=spr1011
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	992899	993603	+	WP_000509042.1	WP_000509042.1		YoaK family protein			SPR_RS05055	705	234	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	993785	994099	+					rplU		SPR_RS05060	315		old_locus_tag=spr1012
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	993785	994099	+	WP_000109141.1	WP_000109141.1		50S ribosomal protein L21	rplU		SPR_RS05060	315	104	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	994115	994459	+							SPR_RS05065	345		old_locus_tag=spr1013
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	994115	994459	+	WP_000613699.1	WP_000613699.1		ribosomal-processing cysteine protease Prp			SPR_RS05065	345	114	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	994476	994769	+					rpmA		SPR_RS05070	294		old_locus_tag=spr1014
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	994476	994769	+	WP_000916509.1	WP_000916509.1		50S ribosomal protein L27	rpmA		SPR_RS05070	294	97	
gene	pseudogene	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	995095	995252	-							SPR_RS05075	158		partial;pseudo;old_locus_tag=spr1015
CDS	without_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	995095	995252	-				TIGR03943 family protein			SPR_RS05075	158		partial;pseudo
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	995722	996639	+							SPR_RS05080	918		old_locus_tag=spr1017
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	995722	996639	+	WP_000587444.1	WP_000587444.1		bifunctional riboflavin kinase/FAD synthetase			SPR_RS05080	918	305	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	996732	997580	-							SPR_RS05085	849		old_locus_tag=spr1018
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	996732	997580	-	WP_000592056.1	WP_000592056.1		YitT family protein			SPR_RS05085	849	282	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	997722	998561	+							SPR_RS05090	840		old_locus_tag=spr1019
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	997722	998561	+	WP_000161389.1	WP_000161389.1		DegV family protein			SPR_RS05090	840	279	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	998667	998942	+							SPR_RS05095	276		old_locus_tag=spr1020
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	998667	998942	+	WP_001284639.1	WP_001284639.1		HU family DNA-binding protein			SPR_RS05095	276	91	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	999368	1001269	+							SPR_RS05100	1902		old_locus_tag=spr1021
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	999368	1001269	+	WP_000584880.1	WP_000584880.1		ABC-F family ATP-binding cassette domain-containing protein			SPR_RS05100	1902	633	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1001272	1002135	+							SPR_RS05105	864		old_locus_tag=spr1022
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1001272	1002135	+	WP_000400550.1	WP_000400550.1		XRE/MutR family transcriptional regulator			SPR_RS05105	864	287	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1002215	1003393	+							SPR_RS05110	1179		old_locus_tag=spr1023
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1002215	1003393	+	WP_001083034.1	WP_001083034.1		MFS transporter			SPR_RS05110	1179	392	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1003486	1005444	+					ligA		SPR_RS05115	1959		old_locus_tag=spr1024
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1003486	1005444	+	WP_001042588.1	WP_001042588.1		NAD-dependent DNA ligase LigA	ligA		SPR_RS05115	1959	652	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1005556	1007835	+					pulA		SPR_RS05120	2280		old_locus_tag=spr1025
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1005556	1007835	+	WP_000283068.1	WP_000283068.1		type I pullulanase	pulA		SPR_RS05120	2280	759	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1008379	1009803	+							SPR_RS05125	1425		old_locus_tag=spr1028
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1008379	1009803	+	WP_000199377.1	WP_000199377.1		NADP-dependent glyceraldehyde-3-phosphate dehydrogenase			SPR_RS05125	1425	474	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1010268	1012196	+					glgB		SPR_RS05130	1929		old_locus_tag=spr1029
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1010268	1012196	+	WP_000370258.1	WP_000370258.1		1,4-alpha-glucan branching protein GlgB	glgB		SPR_RS05130	1929	642	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1012186	1013328	+							SPR_RS05135	1143		old_locus_tag=spr1030
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1012186	1013328	+	WP_000787267.1	WP_000787267.1		glucose-1-phosphate adenylyltransferase			SPR_RS05135	1143	380	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1013318	1014457	+					glgD		SPR_RS05140	1140		old_locus_tag=spr1031
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1013318	1014457	+	WP_000687070.1	WP_000687070.1		glucose-1-phosphate adenylyltransferase subunit GlgD	glgD		SPR_RS05140	1140	379	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1014454	1015887	+					glgA		SPR_RS05145	1434		old_locus_tag=spr1032
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1014454	1015887	+	WP_000697293.1	WP_000697293.1		glycogen synthase GlgA	glgA		SPR_RS05145	1434	477	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1016006	1016317	+							SPR_RS10755	312		
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1016006	1016317	+	WP_224331470.1	WP_224331470.1		phosphoserine phosphatase			SPR_RS10755	312	103	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1016262	1016591	+							SPR_RS10760	330		old_locus_tag=spr1033
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1016262	1016591	+	WP_001819675.1	WP_001819675.1		HAD hydrolase family protein			SPR_RS10760	330	109	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1016600	1017715	+							SPR_RS05155	1116		old_locus_tag=spr1034
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1016600	1017715	+	WP_000706435.1	WP_000706435.1		glycerate kinase			SPR_RS05155	1116	371	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1017712	1018158	-							SPR_RS05160	447		old_locus_tag=spr1035
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1017712	1018158	-	WP_000131076.1	WP_000131076.1		YueI family protein			SPR_RS05160	447	148	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1018322	1019626	+					eno		SPR_RS05165	1305		old_locus_tag=spr1036
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1018322	1019626	+	WP_000022815.1	WP_000022815.1		surface-displayed alpha-enolase	eno		SPR_RS05165	1305	434	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1019764	1020210	-							SPR_RS05170	447		
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1019764	1020210	-	WP_001820683.1	WP_001820683.1		tyrosine-type recombinase/integrase			SPR_RS05170	447	148	
gene	pseudogene	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1020110	1020957	-							SPR_RS05175	848		pseudo
CDS	without_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1020110	1020957	-				IS630 family transposase			SPR_RS05175	848		pseudo
gene	pseudogene	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1021127	1021282	+							SPR_RS05180	156		partial;pseudo
CDS	without_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1021127	1021282	+				diacylglycerol kinase family lipid kinase			SPR_RS05180	156		partial;pseudo
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1021482	1024757	+					rexB		SPR_RS05185	3276		old_locus_tag=spr1039
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1021482	1024757	+	WP_000772372.1	WP_000772372.1		ATP-dependent nuclease subunit B	rexB		SPR_RS05185	3276	1091	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1024754	1028404	+					addA		SPR_RS05190	3651		old_locus_tag=spr1040
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1024754	1028404	+	WP_000767212.1	WP_000767212.1		helicase-exonuclease AddAB subunit AddA	addA		SPR_RS05190	3651	1216	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1028574	1029752	+							SPR_RS05195	1179		old_locus_tag=spr1041
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1028574	1029752	+	WP_000174757.1	WP_000174757.1		hypothetical protein			SPR_RS05195	1179	392	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1029961	1035852	+					iga		SPR_RS05200	5892		old_locus_tag=spr1042
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1029961	1035852	+	WP_000417171.1	WP_000417171.1		immunoglobulin A1 protease	iga		SPR_RS05200	5892	1963	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1035949	1036080	+							SPR_RS11215	132		
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1035949	1036080	+	WP_079117188.1	WP_079117188.1		LPXTG cell wall anchor domain-containing protein			SPR_RS11215	132	43	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1036044	1036229	-							SPR_RS10765	186		
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1036044	1036229	-	WP_075825865.1	WP_075825865.1		hypothetical protein			SPR_RS10765	186	61	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1036311	1037162	+					ylqF		SPR_RS05210	852		old_locus_tag=spr1043
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1036311	1037162	+	WP_000201314.1	WP_000201314.1		ribosome biogenesis GTPase YlqF	ylqF		SPR_RS05210	852	283	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1037149	1037928	+							SPR_RS05215	780		old_locus_tag=spr1044
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1037149	1037928	+	WP_000201141.1	WP_000201141.1		ribonuclease HII			SPR_RS05215	780	259	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1037944	1039494	+							SPR_RS05220	1551		old_locus_tag=spr1045
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1037944	1039494	+	WP_000392544.1	WP_000392544.1		ClC family H(+)/Cl(-) exchange transporter			SPR_RS05220	1551	516	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1040078	1041148	+					xerS		SPR_RS05225	1071		old_locus_tag=spr1046
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1040078	1041148	+	WP_000817882.1	WP_000817882.1		tyrosine recombinase XerS	xerS		SPR_RS05225	1071	356	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1041221	1042210	-							SPR_RS05230	990		old_locus_tag=spr1047
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1041221	1042210	-	WP_000873993.1	WP_000873993.1		lipoate--protein ligase			SPR_RS05230	990	329	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1042274	1043977	-					lpdA		SPR_RS05235	1704		old_locus_tag=spr1048
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1042274	1043977	-	WP_001162912.1	WP_001162912.1		dihydrolipoyl dehydrogenase	lpdA		SPR_RS05235	1704	567	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1044023	1045066	-							SPR_RS05240	1044		old_locus_tag=spr1049
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1044023	1045066	-	WP_000752705.1	WP_000752705.1		dihydrolipoamide acetyltransferase			SPR_RS05240	1044	347	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1045284	1046276	-							SPR_RS05245	993		old_locus_tag=spr1050
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1045284	1046276	-	WP_000448721.1	WP_000448721.1		alpha-ketoacid dehydrogenase subunit beta			SPR_RS05245	993	330	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1046292	1047260	-							SPR_RS05250	969		old_locus_tag=spr1051
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1046292	1047260	-	WP_000105362.1	WP_000105362.1		thiamine pyrophosphate-dependent dehydrogenase E1 component subunit alpha			SPR_RS05250	969	322	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1047414	1048775	-					pdrM		SPR_RS05255	1362		old_locus_tag=spr1052
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1047414	1048775	-	WP_000278532.1	WP_000278532.1		sodium-coupled multidrug efflux MATE transporter PdrM	pdrM		SPR_RS05255	1362	453	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1048786	1049046	-							SPR_RS05260	261		
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1048786	1049046	-	WP_001105925.1	WP_001105925.1		hypothetical protein			SPR_RS05260	261	86	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1049060	1050328	-							SPR_RS05265	1269		old_locus_tag=spr1053
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1049060	1050328	-	WP_000924481.1	WP_000924481.1		dihydroorotase			SPR_RS05265	1269	422	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1050341	1050805	-							SPR_RS05270	465		old_locus_tag=spr1054
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1050341	1050805	-	WP_001135782.1	WP_001135782.1		NUDIX hydrolase			SPR_RS05270	465	154	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1050815	1051468	-							SPR_RS05275	654		old_locus_tag=spr1055
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1050815	1051468	-	WP_000401328.1	WP_000401328.1		uracil-DNA glycosylase			SPR_RS05275	654	217	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1051604	1052251	-							SPR_RS05280	648		old_locus_tag=spr1056
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1051604	1052251	-	WP_001824648.1	WP_001824648.1		hypothetical protein			SPR_RS05280	648	215	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1052265	1052978	-							SPR_RS05285	714		old_locus_tag=spr1057
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1052265	1052978	-	WP_000499433.1	WP_000499433.1		YjjG family noncanonical pyrimidine nucleotidase			SPR_RS05285	714	237	
gene	pseudogene	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1053436	1053816	-					dhaM		SPR_RS05290	381		pseudo;old_locus_tag=spr1058
CDS	without_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1053436	1053816	-				dihydroxyacetone kinase phosphoryl donor subunit DhaM	dhaM		SPR_RS05290	381		pseudo
gene	pseudogene	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1053816	1053890	-							SPR_RS11095	75		partial;pseudo
CDS	without_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1053816	1053890	-				dihydroxyacetone kinase subunit L			SPR_RS11095	75		partial;pseudo
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1054238	1056772	-							SPR_RS05295	2535		old_locus_tag=spr1060
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1054238	1056772	-	WP_000700266.1	WP_000700266.1		pneumococcal-type histidine triad protein			SPR_RS05295	2535	844	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1056930	1059380	-					phtA		SPR_RS05300	2451		old_locus_tag=spr1061
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1056930	1059380	-	WP_000700439.1	WP_000700439.1		pneumococcal histidine triad protein PhtA	phtA		SPR_RS05300	2451	816	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1059635	1061368	-					ptsP		SPR_RS05305	1734		old_locus_tag=spr1062
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1059635	1061368	-	WP_000138135.1	WP_000138135.1		phosphoenolpyruvate--protein phosphotransferase	ptsP		SPR_RS05305	1734	577	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1061374	1061637	-							SPR_RS05310	264		old_locus_tag=spr1063
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1061374	1061637	-	WP_000146947.1	WP_000146947.1		phosphocarrier protein HPr			SPR_RS05310	264	87	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1061988	1062206	+					nrdH		SPR_RS05315	219		old_locus_tag=spr1064
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1061988	1062206	+	WP_000259249.1	WP_000259249.1		glutaredoxin-like protein NrdH	nrdH		SPR_RS05315	219	72	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1062287	1064446	+					nrdE		SPR_RS05320	2160		old_locus_tag=spr1065
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1062287	1064446	+	WP_000523249.1	WP_000523249.1		class 1b ribonucleoside-diphosphate reductase subunit alpha	nrdE		SPR_RS05320	2160	719	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1064634	1065596	+					nrdF		SPR_RS05325	963		old_locus_tag=spr1066
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1064634	1065596	+	WP_000451369.1	WP_000451369.1		class 1b ribonucleoside-diphosphate reductase subunit beta	nrdF		SPR_RS05325	963	320	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1065778	1066539	+							SPR_RS05330	762		old_locus_tag=spr1067
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1065778	1066539	+	WP_000917569.1	WP_000917569.1		DeoR/GlpR family DNA-binding transcription regulator			SPR_RS05330	762	253	
gene	pseudogene	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1066738	1066994	-							SPR_RS11220	257		pseudo
CDS	without_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1066738	1066994	-				DUF3884 family protein			SPR_RS11220	257		pseudo
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1067037	1068443	-					lacG		SPR_RS05340	1407		old_locus_tag=spr1069
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1067037	1068443	-	WP_000169251.1	WP_000169251.1		6-phospho-beta-galactosidase	lacG		SPR_RS05340	1407	468	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1068652	1070343	-							SPR_RS05345	1692		old_locus_tag=spr1070
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1068652	1070343	-	WP_001037305.1	WP_001037305.1		lactose-specific PTS transporter subunit EIIC			SPR_RS05345	1692	563	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1070343	1070660	-							SPR_RS05350	318		old_locus_tag=spr1071
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1070343	1070660	-	WP_001078331.1	WP_001078331.1		PTS lactose/cellobiose transporter subunit IIA			SPR_RS05350	318	105	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1070696	1071532	-							SPR_RS05355	837		old_locus_tag=spr1072
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1070696	1071532	-	WP_000285698.1	WP_000285698.1		PRD domain-containing protein			SPR_RS05355	837	278	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1071766	1072746	-					lacD		SPR_RS05360	981		old_locus_tag=spr1073
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1071766	1072746	-	WP_001229135.1	WP_001229135.1		tagatose-bisphosphate aldolase	lacD		SPR_RS05360	981	326	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1072748	1073677	-							SPR_RS05365	930		old_locus_tag=spr1074
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1072748	1073677	-	WP_000604272.1	WP_000604272.1		tagatose-6-phosphate kinase			SPR_RS05365	930	309	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1073688	1074203	-					lacB		SPR_RS05370	516		old_locus_tag=spr1075
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1073688	1074203	-	WP_001216910.1	WP_001216910.1		galactose-6-phosphate isomerase subunit LacB	lacB		SPR_RS05370	516	171	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1074234	1074659	-					lacA		SPR_RS05375	426		old_locus_tag=spr1076
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1074234	1074659	-	WP_000029272.1	WP_000029272.1		galactose-6-phosphate isomerase subunit LacA	lacA		SPR_RS05375	426	141	
gene	pseudogene	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1074817	1075314	-							SPR_RS05380	498		partial;pseudo;old_locus_tag=spr1077
CDS	without_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1074817	1075314	-				aldose 1-epimerase family protein			SPR_RS05380	498		partial;pseudo
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1075330	1076132	-							SPR_RS05385	803		
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1075330	1076132	-	WP_106269349.1	WP_106269349.1		IS5 family transposase			SPR_RS05385	804	267	ribosomal_slippage
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1076140	1076442	-							SPR_RS05390	303		old_locus_tag=spr1080
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1076140	1076442	-	WP_000608237.1	WP_000608237.1		PTS sugar transporter subunit IIB			SPR_RS05390	303	100	
gene	pseudogene	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1076480	1076955	-							SPR_RS05395	476		pseudo;old_locus_tag=spr1081
CDS	without_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1076480	1076955	-				PTS sugar transporter subunit IIA			SPR_RS05395	476		pseudo
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1077136	1077288	+							SPR_RS10770	153		
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1077136	1077288	+	WP_001809697.1	WP_001809697.1		hypothetical protein			SPR_RS10770	153	50	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1077369	1079192	-					lepA		SPR_RS05405	1824		old_locus_tag=spr1082
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1077369	1079192	-	WP_001047216.1	WP_001047216.1		translation elongation factor 4	lepA		SPR_RS05405	1824	607	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1079271	1079999	-							SPR_RS05410	729		old_locus_tag=spr1083
